P1_lam,P1_ram,P2_lam,P2_ram,P3_lam,P3_ram,P4_lam,P4_ram,P5_lam,P5_ram,P6_lam,P6_ram,P7_lam,P7_ram
158825,53606,141806,152496,137688,80954,143531,44187,88225,155080,158458,120810,145251,142462
158837,52761,142221,152445,137574,82566,143519,43017,90308,155100,158320,121674,145244,143102
158836,52013,142538,152571,137523,84100,143528,41975,92526,155023,158156,122742,145242,143770
158839,51309,142756,152769,137479,85591,143559,40974,94732,154969,157979,123699,145269,144378
158802,50676,142916,152909,137469,87157,143578,40032,96889,154941,157799,124687,145308,144975
158770,50117,143015,152995,137485,88631,143604,39093,98897,155023,157623,125703,145351,145525
158735,49596,143029,153117,137526,90050,143604,38234,100873,154964,157446,126727,145389,146100
158664,49203,142978,153257,137605,91451,143604,37393,102828,154992,157263,127812,145408,146674
158599,48871,142982,153310,137655,92862,143610,36681,104706,155009,157076,128889,145409,147248
158554,48598,142897,153449,137772,94352,143606,35984,106429,155017,156814,129982,145391,147803
158504,48373,142885,153542,137855,95872,143622,35266,108167,154974,156605,131169,145338,148397
158483,48236,142839,153721,137955,97330,143634,34562,109780,155021,156420,132292,145279,148985
158454,48191,142857,153906,138070,98758,143648,33865,111315,155091,156244,133409,145235,149555
158476,48231,142883,154067,138170,100206,143654,33226,112785,155166,156114,134568,145205,150159
158481,48324,142986,154173,138300,101527,143656,32604,114232,155181,156008,135717,145215,150789
158504,48473,143035,154274,138454,102861,143657,32047,115612,155237,155913,136955,145248,151395
158482,48669,143063,154386,138633,104207,143639,31495,117268,155221,155863,138202,145303,151989
158500,48921,143096,154504,138770,105508,143642,31002,118617,155279,155835,139508,145363,152571
158508,49240,143107,154668,138885,106787,143638,30532,119869,155300,155835,140842,145400,153174
158521,49579,143124,154879,139007,108055,143635,30096,120953,155381,155851,142116,145416,153704
158547,49993,143027,155045,139108,109337,143647,29741,122048,155433,155839,143427,145427,154262
158548,50427,142957,155211,139242,110540,143635,29373,123029,155484,155854,144725,145434,154828
158548,50952,142858,155339,139322,111811,143635,29096,123995,155550,155887,145999,145422,155346
158564,51513,142732,155386,139368,112962,143674,28800,125132,155532,155850,147260,145410,155896
158508,52171,142573,155431,139364,114062,143669,28511,126167,155528,155816,148508,145415,156438
158492,52925,142411,155458,139421,115199,143651,28221,127072,155528,155810,149653,145389,156923
158464,53713,142199,155480,139332,116300,143643,27412,128011,155559,155805,150727,145369,157425
158455,54599,141946,155472,139185,117396,143647,27198,128830,155563,155785,151740,145334,158008
158442,55535,141663,155428,139075,118453,143628,26975,129590,155580,155802,152704,145296,158638
158402,56507,141322,155364,138924,119470,143617,26809,130317,155598,155818,153490,145299,159279
158371,57559,140919,155282,138696,120473,143599,26662,131034,155568,155879,154369,145326,159920
158331,58616,140429,155195,138483,121418,143585,26552,131752,155527,155977,155126,145374,160480
158341,59726,139912,155121,138173,122367,143591,26485,132415,155526,156110,155661,145416,160924
158333,60837,139320,155038,137859,123234,143588,26456,133028,155545,156269,156476,145438,161360
158278,62000,138695,154968,137559,124127,143599,26468,133649,155517,156445,157168,145425,161785
158264,63170,137995,154890,137190,124953,143614,26475,134153,155499,156630,157722,145423,162257
158223,64388,137305,154800,136911,125712,143630,26518,134526,155510,156790,158296,145403,162733
158166,65605,136534,154677,136465,126387,143644,26610,134904,155472,156893,158887,145382,163210
158122,66900,135720,154550,136029,126984,143667,26675,135174,155439,156969,159099,145335,163671
158109,68226,134812,154390,135561,127549,143666,26729,135367,155398,157062,159287,145286,164076
158085,69582,133842,154253,135110,128051,143667,26959,135549,155296,157078,159431,145264,164388
158075,70974,132786,154129,134595,128430,143678,26984,135587,155216,157074,159507,145233,164633
158045,72395,131654,153999,134076,128853,143680,26935,135537,155129,157033,159388,145210,164882
158016,73893,130483,153892,133533,129179,143682,26708,135326,155075,156982,159534,145212,165112
158020,75395,129225,153819,132961,129457,143689,27627,134845,154915,156906,159395,145214,165293
158032,76936,127933,153746,132352,129695,143665,28363,134398,154815,156805,159452,145230,165392
158051,78389,126618,153679,131760,129796,143651,28641,134141,154736,156706,159537,145245,165378
158103,79968,125231,153618,131089,129904,143647,28911,133986,154694,156575,159674,145240,165296
158146,81569,123788,153551,130451,129956,143652,29229,133875,154685,156423,159692,145250,165136
158147,83149,122342,153461,129768,129920,143649,29486,133725,154564,156240,159600,145232,164926
158181,84770,120807,153379,129093,129859,143660,29781,133521,154541,156098,159595,145205,164731
158229,86409,119260,153283,128314,129721,143670,30074,133293,154517,155939,159556,145161,164454
158269,88070,117691,153247,127588,129629,143684,30418,133052,154523,155708,159553,145106,164122
158325,89674,116104,153226,126889,129476,143701,30805,132770,154409,155494,159557,145042,163696
158362,91353,114334,153244,126187,129338,143661,31070,132477,154369,155313,159509,144975,163188
158398,93067,112655,153261,125518,129104,143672,31522,132156,154289,155112,159456,144922,162683
158436,94620,110945,153260,124875,128905,143674,32000,131856,154336,154904,159408,144887,162168
158425,96202,109217,153213,124253,128603,143673,32508,131532,154315,154706,159260,144900,161655
158443,97648,107484,153158,123725,128327,143652,33262,131213,154195,154567,159117,144919,161100
158428,99208,105712,153102,123174,128011,143637,33746,131016,154220,154417,159115,144953,160438
158412,100731,104204,153050,122636,127687,143613,34558,130782,154259,154326,159119,144998,159698
158401,102226,102495,152976,122151,127366,143600,35243,130402,154325,154225,159128,145046,158837
158373,103729,100861,152950,121694,126994,143630,36011,129952,154580,154113,159132,145075,157918
158341,105198,99159,152934,121353,126660,143640,36801,129263,154669,154056,159174,145102,156952
158329,106636,97414,152943,120990,126317,143658,37625,128855,154597,153917,159249,145132,155856
158338,108056,95737,152961,120646,125934,143650,38474,128220,154720,153742,159333,145155,154670
158322,109473,94054,152986,120380,125520,143660,39419,127633,154777,153586,159480,145161,153420
158341,110903,92404,153028,120061,125013,143646,40438,126953,154784,153440,159506,145146,152073
158327,112258,90729,153028,119991,124581,143625,41508,126078,154827,153281,159756,145110,150648
158340,113589,89147,153002,119816,124122,143608,42634,125369,154861,153110,159814,145069,149145
158368,114873,87544,152985,119732,123643,143598,43916,124625,154859,152920,159853,144994,147529
158393,116104,86033,152946,119732,123189,143601,45138,123874,154895,152717,159843,144903,145844
158387,117314,84285,152901,119769,122736,143625,46359,123145,154925,152525,159848,144823,144032
158440,118464,82803,152928,119839,122220,143661,47735,122419,154928,152350,159864,144764,142177
158460,119620,81381,152895,120021,121798,143705,49086,121631,154914,152174,159807,144722,140267
158496,120784,79895,152890,120210,121438,143749,50485,121032,154951,151997,159701,144741,138302
158512,121990,78372,152883,120438,120938,143781,51943,120250,154885,151845,159654,144735,136289
158552,123168,76852,152889,120706,120420,143777,53458,119514,154916,151696,159634,144772,134363
158576,124351,75378,152895,120875,119951,143763,54939,118677,154955,151569,159548,144770,132229
158634,125532,73968,152921,121170,119483,143730,56442,117618,154957,151476,159485,144822,130082
158739,126643,72620,152906,121506,119013,143685,57977,116705,155035,151408,159462,144896,127900
158802,127758,71250,152909,121884,118465,143652,59521,115841,155114,151370,159424,144952,125645
158895,128845,69847,152916,122265,117934,143629,61056,114859,155161,151375,159315,145002,123357
158984,129922,68546,152900,122718,117341,143623,62580,113789,155261,151399,159171,145036,120975
159087,131004,67286,152906,123145,116702,143630,64110,112683,155314,151411,159023,145049,118577
159216,132116,65966,152931,123736,116036,143653,65634,111541,155346,151391,158910,145055,116196
159327,133191,64684,152944,124210,115348,143671,67174,110201,155337,151350,158778,145035,113744
159407,134300,63411,152959,124687,114634,143680,68676,109032,155368,151230,158629,144993,111293
159479,135394,62238,152954,125111,113925,143688,70222,107703,155440,151027,158466,144922,108815
159543,136473,61102,152949,125555,113222,143668,71729,106304,155477,150732,158203,144870,106362
159643,137543,60129,152949,126013,112484,143628,73277,104825,155462,150409,157929,144830,103924
159713,138597,59346,152978,126350,111647,143575,74854,103213,155509,149965,157630,144811,101444
159781,139684,58510,152986,126788,110850,143521,76413,101531,155457,149485,157291,144796,99018
159859,140787,57574,153055,127310,110011,143499,77950,99712,155404,148898,156942,144764,96547
159897,141892,56675,153117,127773,109204,143506,79460,97876,155463,148199,156403,144755,94082
159925,142976,55827,153174,128260,108393,143487,81101,95978,155412,147544,155967,144766,91698
159930,144052,55023,153218,128709,107642,143473,82686,93938,155343,146840,155397,144790,89364
159918,145094,53975,153261,129080,106873,143484,84205,91868,155318,146144,154726,144841,87018
159905,146097,53300,153279,129490,106173,143537,85828,89711,155219,145391,154027,144905,84662
159895,147018,52708,153314,129925,105651,143542,87425,87717,155148,144662,153438,144961,82263
159895,147925,52144,153368,130254,104984,143550,88989,85540,155057,143990,152864,145002,79936
159900,148732,51647,153446,130596,104242,143541,90590,83346,154921,143334,152304,145047,77613
159890,149440,51217,153501,130838,103612,143552,92167,81163,154786,142672,151725,145079,75276
159890,150184,50835,153579,130982,102995,143540,93692,78854,154678,142113,151014,145113,73093
159867,150865,50499,153646,130985,102330,143537,95210,76732,154637,141601,150358,145139,70934
159866,151566,50179,153705,130786,101651,143509,96671,74509,154619,141149,149614,145158,68758
159833,152256,49898,153736,130414,101018,143477,98198,72342,154594,140660,148884,145156,66561
159821,152962,49716,153780,129843,100225,143467,99671,70109,154603,140258,148093,145175,64387
159795,153644,49532,153827,129023,99277,143474,101165,67941,154630,139844,147274,145176,62221
159791,154315,49415,153894,128194,98333,143439,102547,65777,154650,139424,146504,145184,60118
159769,154926,49299,153927,127043,97420,143406,103877,63649,154673,139024,145649,145186,58064
159728,155515,49231,153970,125868,96362,143383,105190,61554,154696,138696,144849,145210,56076
159694,156020,49272,154001,124676,95260,143335,106402,59525,154718,138332,143995,145215,54110
159677,156456,49301,154035,123405,94074,143273,107586,57523,154730,137956,143215,145210,52206
159645,156847,49369,154061,122309,93022,143197,108780,55556,154747,137754,142391,145205,50327
159587,157217,49475,154087,121236,92018,143149,109902,53659,154793,137361,141576,145189,48477
159542,157544,49756,154126,120365,90902,142998,111092,51808,154868,136962,140675,145177,46557
159500,157904,49934,154175,119677,89504,142941,112220,49955,154908,136533,139809,145179,44799
159482,158274,50143,154216,119017,88314,142904,113328,48121,154838,136139,138914,145173,43075
159448,158571,50380,154257,118267,87214,142873,114436,46342,154883,135612,138069,145142,41419
159416,158884,50616,154312,117540,85996,142840,115463,44673,154890,135288,137219,145120,39757
159430,159174,50881,154328,116908,84731,142794,116426,42807,154901,134853,136331,145125,38429
159444,159436,51177,154334,116309,83393,142738,117394,41181,154928,134522,135436,145145,36814
159444,159654,51507,154329,115680,81991,142680,118247,39449,154905,134195,134630,145135,35376
159451,159768,51887,154318,115535,80663,142571,119047,37907,154848,133947,133755,145145,34044
159463,159871,52267,154338,115687,79323,142485,119856,36333,154814,133675,132916,145176,32868
159485,160021,52685,154390,115987,77931,142389,120601,34836,154836,133471,132087,145209,31525
159492,160070,53161,154452,116316,76532,142230,121297,33476,154668,133295,131235,145222,30533
159501,160165,53642,154510,116738,75250,142026,122004,32189,154660,133130,130388,145213,29505
159509,160283,54126,154527,117279,73943,141801,122612,31084,154676,133067,129520,145184,28679
159493,160440,54631,154525,118243,72782,141543,123053,30043,154697,132954,128710,145147,27986
159478,160597,55189,154506,119399,71802,141228,123466,29094,154628,132863,127853,145108,27532
159492,160706,55765,154515,120731,71190,140875,123867,28352,154484,132732,127097,145076,27332
159493,160789,56354,154479,121955,70581,140514,124243,27736,154485,132522,126312,145065,27311
159478,160860,57037,154473,122883,70202,140078,124554,26884,154496,132404,125526,145063,27394
159430,160875,57700,154471,123624,70052,139586,124836,26486,154549,132264,124839,145080,27573
159409,160854,58425,154474,124191,70015,139059,125037,26211,154587,132266,124220,145108,27749
159415,160817,59159,154495,124703,70199,138524,125168,26083,154695,132303,123578,145186,28250
159403,160770,59937,154546,125162,70457,137931,125245,26077,154761,132360,122957,145254,28753
159386,160723,60652,154596,125641,70852,137270,125246,26236,154841,132434,122303,145303,29397
159417,160707,61492,154695,126036,71385,136534,125152,26462,154917,132495,121711,145320,29967
159417,160688,62380,154779,126405,71905,135742,125068,26812,154955,132387,121098,145328,30655
159425,160717,63325,154836,126788,72378,134887,124921,27227,155012,132055,120483,145318,31556
159450,160714,64115,154878,127164,72970,133916,124783,27749,155034,131503,119929,145266,32360
